product_id,date,store_id,category,region,supplier_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,unit_price,stockout_risk_score,stockout_risk,inventory_days,reorder_point,inventory_value,potential_revenue_loss
P0077,2025-05-29,S018,Sports,West,SUP003,108,14,11,0.84,0,0.11,88.19,0.214,Low,7.71,154,9524.52,4056.74
P0142,2025-05-29,S018,Clothing,North,SUP034,40,22,7,0.7,1,0.17,482.39,0.597,High,1.82,154,19295.6,54992.46
P0186,2025-05-29,S025,Electronics,East,SUP008,306,13,4,0.87,0,0.04,159.62,0.0,Low,23.54,52,48843.72,0.0
P0189,2025-05-29,S015,Grocery,South,SUP028,816,76,9,0.97,1,-0.22,174.61,0.002,Low,10.74,684,142481.76,0.0
P0014,2025-05-29,S022,Grocery,West,SUP023,357,41,11,0.73,1,0.02,18.22,0.284,Medium,8.71,451,6504.54,1712.68
P0149,2025-05-29,S017,Grocery,North,SUP035,564,27,6,0.89,0,-0.09,615.54,0.0,Low,20.89,162,347164.56,0.0
P0174,2025-05-29,S001,Sports,South,SUP026,89,8,2,0.89,0,-0.02,889.2,0.0,Low,11.12,16,79138.8,0.0
P0154,2025-05-29,S019,Beauty,East,SUP027,417,33,6,0.8,0,-0.09,369.7,0.0,Low,12.64,198,154164.9,0.0
P0162,2025-05-29,S009,Beauty,East,SUP010,79,32,3,0.93,0,-0.13,21.16,0.114,Low,2.47,96,1671.64,359.72
P0180,2025-05-29,S004,Clothing,North,SUP018,755,35,6,0.97,1,-0.22,465.01,0.0,Low,21.57,210,351082.55,0.0
P0163,2025-05-29,S011,Clothing,East,SUP030,281,25,14,0.95,0,-0.17,305.62,0.121,Low,11.24,350,85879.22,21087.78
P0032,2025-05-29,S004,Sports,East,SUP004,576,28,5,0.8,1,0.14,845.38,0.0,Low,20.57,140,486938.88,0.0
P0195,2025-05-29,S001,Clothing,South,SUP009,804,36,10,0.89,0,-0.15,64.48,0.0,Low,22.33,360,51841.92,0.0
P0099,2025-05-29,S017,Clothing,South,SUP039,758,31,8,0.82,0,0.01,94.3,0.0,Low,24.45,248,71479.4,0.0
P0047,2025-05-29,S016,Electronics,North,SUP009,81,18,14,0.96,0,0.24,352.05,0.406,Medium,4.5,252,28516.05,60200.55
P0088,2025-05-29,S006,Sports,South,SUP027,231,14,2,0.74,0,-0.22,273.31,0.0,Low,16.5,28,63134.61,0.0
P0100,2025-05-29,S002,Grocery,West,SUP025,527,55,8,0.65,0,-0.02,642.17,0.0,Low,9.58,440,338423.59,0.0
P0125,2025-05-29,S026,Clothing,West,SUP035,139,12,11,0.81,0,-0.06,514.12,0.019,Low,11.58,132,71462.68,0.0
P0085,2025-05-29,S003,Sports,West,SUP017,753,34,9,0.78,1,0.13,164.61,0.0,Low,22.15,306,123951.33,0.0
P0046,2025-05-29,S010,Clothing,North,SUP016,868,38,12,0.72,1,0.24,57.32,0.0,Low,22.84,456,49753.76,0.0
P0155,2025-05-30,S028,Clothing,East,SUP010,388,18,3,0.91,0,0.02,88.7,0.0,Low,21.56,54,34415.6,0.0
P0052,2025-05-30,S028,Grocery,West,SUP011,969,51,11,0.88,0,-0.14,803.59,0.0,Low,19.0,561,778678.71,0.0
P0161,2025-05-30,S012,Grocery,South,SUP019,507,26,6,0.73,0,0.14,150.94,0.0,Low,19.5,156,76526.58,0.0
P0057,2025-05-30,S021,Grocery,South,SUP009,262,24,11,0.68,0,-0.12,791.75,0.084,Low,10.92,264,207438.5,1583.5
P0042,2025-05-30,S015,Beauty,South,SUP027,93,11,12,0.95,0,0.23,756.17,0.197,Low,8.45,132,70323.81,29490.63
P0047,2025-05-30,S008,Clothing,South,SUP015,691,28,3,0.98,0,-0.25,880.85,0.0,Low,24.68,84,608667.35,0.0
P0069,2025-05-30,S005,Grocery,South,SUP003,821,55,7,0.87,0,0.16,123.15,0.0,Low,14.93,385,101106.15,0.0
P0140,2025-05-30,S021,Clothing,North,SUP001,307,21,10,0.8,0,-0.09,20.91,0.0,Low,14.62,210,6419.37,0.0
P0191,2025-05-30,S029,Electronics,North,SUP014,104,10,5,0.9,0,0.24,447.72,0.0,Low,10.4,50,46562.88,0.0
P0031,2025-05-30,S016,Sports,East,SUP029,195,24,11,0.91,0,-0.23,676.94,0.166,Low,8.12,264,132003.3,46708.86
P0055,2025-05-30,S014,Beauty,North,SUP034,306,17,2,0.81,0,-0.16,442.98,0.0,Low,18.0,34,135551.88,0.0
P0188,2025-05-30,S006,Clothing,West,SUP009,184,12,14,0.8,0,-0.05,30.05,0.0,Low,15.33,168,5529.2,0.0
P0112,2025-05-31,S015,Home & Kitchen,South,SUP018,301,16,14,0.65,1,0.1,52.34,0.009,Low,18.81,224,15754.34,0.0
P0020,2025-05-31,S030,Beauty,South,SUP019,383,22,9,0.77,0,0.07,26.32,0.0,Low,17.41,198,10080.56,0.0
P0056,2025-05-31,S014,Electronics,East,SUP036,63,10,13,0.87,0,0.12,217.7,0.326,Medium,6.3,130,13715.1,14585.9
P0072,2025-05-31,S018,Sports,West,SUP022,55,19,9,0.82,1,0.09,678.16,0.525,High,2.89,171,37298.8,78666.56
P0147,2025-05-31,S023,Sports,West,SUP032,560,23,7,0.89,0,0.1,83.76,0.0,Low,24.35,161,46905.6,0.0
P0079,2025-05-31,S007,Electronics,South,SUP005,247,13,6,0.75,1,-0.19,729.74,0.0,Low,19.0,78,180245.78,0.0
P0070,2025-05-31,S028,Clothing,West,SUP036,219,16,12,0.98,0,0.11,675.39,0.0,Low,13.69,192,147910.41,0.0
P0139,2025-05-31,S016,Home & Kitchen,North,SUP002,448,39,5,0.94,1,-0.06,407.54,0.0,Low,11.49,195,182577.92,0.0
P0070,2025-05-31,S028,Grocery,South,SUP016,1210,61,3,0.91,0,-0.2,271.16,0.0,Low,19.84,183,328103.6,0.0
P0039,2025-05-31,S005,Beauty,North,SUP027,434,24,12,0.79,1,0.04,579.91,0.0,Low,18.08,288,251680.94,0.0
P0117,2025-05-31,S007,Electronics,East,SUP023,69,21,13,0.93,0,0.02,129.94,0.429,Medium,3.29,273,8965.86,26507.76
P0174,2025-05-31,S016,Grocery,West,SUP036,868,63,8,0.73,1,-0.23,442.57,0.0,Low,13.78,504,384150.76,0.0
P0131,2025-05-31,S011,Sports,West,SUP030,403,20,12,0.71,0,0.2,876.56,0.0,Low,20.15,240,353253.68,0.0
P0188,2025-06-01,S014,Grocery,West,SUP005,1115,48,2,0.8,0,-0.23,32.0,0.0,Low,23.23,96,35680.0,0.0
P0052,2025-06-01,S013,Clothing,East,SUP031,631,31,6,0.67,0,0.23,847.31,0.0,Low,20.35,186,534652.61,0.0
P0047,2025-06-01,S016,Electronics,South,SUP009,107,15,5,0.97,0,0.22,134.25,0.0,Low,7.13,75,14364.75,0.0
P0106,2025-06-01,S009,Home & Kitchen,North,SUP019,259,22,11,0.88,1,0.01,395.55,0.093,Low,11.77,242,102447.45,0.0
P0118,2025-06-01,S001,Home & Kitchen,South,SUP023,422,26,6,0.68,0,-0.21,425.08,0.0,Low,16.23,156,179383.76,0.0
P0178,2025-06-01,S017,Electronics,East,SUP003,24,17,2,0.89,0,0.21,561.87,0.206,Low,1.41,34,13484.88,5618.7
P0056,2025-06-01,S011,Grocery,North,SUP024,737,92,5,0.86,1,0.24,47.89,0.0,Low,8.01,460,35294.93,0.0
P0069,2025-06-01,S008,Grocery,East,SUP012,293,53,4,0.92,0,0.01,753.03,0.0,Low,5.53,212,220637.79,0.0
P0162,2025-06-01,S025,Clothing,West,SUP032,321,13,5,0.88,0,0.11,264.54,0.0,Low,24.69,65,84917.34,0.0
P0052,2025-06-01,S013,Clothing,East,SUP033,255,15,9,0.83,0,-0.22,822.69,0.0,Low,17.0,135,209785.95,0.0
P0104,2025-06-01,S016,Clothing,East,SUP003,163,20,6,0.68,0,0.17,73.52,0.0,Low,8.15,120,11983.76,0.0
P0170,2025-06-01,S017,Home & Kitchen,East,SUP022,133,9,9,0.86,0,0.15,266.81,0.0,Low,14.78,81,35485.73,0.0
P0196,2025-06-01,S026,Electronics,West,SUP026,11,19,14,0.77,0,0.23,195.07,0.606,High,0.58,266,2145.77,49742.85
P0119,2025-06-01,S023,Electronics,South,SUP030,8,14,11,0.66,0,-0.07,73.86,0.603,High,0.57,154,590.88,10783.56
P0087,2025-06-01,S016,Beauty,North,SUP027,607,28,5,0.97,0,-0.2,481.29,0.0,Low,21.68,140,292143.03,0.0
P0176,2025-06-01,S021,Sports,South,SUP038,272,23,3,0.67,0,-0.03,10.3,0.0,Low,11.83,69,2801.6,0.0
P0066,2025-06-02,S022,Beauty,East,SUP010,552,25,10,0.86,0,-0.2,90.51,0.0,Low,22.08,250,49961.52,0.0
P0171,2025-06-02,S024,Beauty,South,SUP004,646,38,8,0.68,0,-0.13,631.57,0.0,Low,17.0,304,407994.22,0.0
P0172,2025-06-02,S028,Beauty,South,SUP024,741,37,10,0.77,0,-0.08,656.3,0.0,Low,20.03,370,486318.3,0.0
P0107,2025-06-02,S007,Grocery,East,SUP027,192,18,9,0.84,0,-0.24,866.03,0.0,Low,10.67,162,166277.76,0.0
P0155,2025-06-02,S007,Sports,West,SUP018,358,24,7,0.96,1,0.1,58.69,0.0,Low,14.92,168,21011.02,0.0
P0105,2025-06-02,S003,Clothing,East,SUP020,397,34,8,0.72,1,-0.15,245.87,0.0,Low,11.68,272,97610.39,0.0
P0028,2025-06-02,S028,Clothing,East,SUP001,560,24,7,0.92,1,0.04,609.62,0.0,Low,23.33,168,341387.2,0.0
P0196,2025-06-02,S027,Electronics,South,SUP025,216,10,6,0.89,0,-0.1,733.57,0.0,Low,21.6,60,158451.12,0.0
P0130,2025-06-02,S005,Electronics,South,SUP021,105,15,7,0.73,0,0.05,528.55,0.073,Low,7.0,105,55497.75,0.0
P0169,2025-06-02,S028,Clothing,South,SUP030,300,22,11,0.84,0,-0.22,462.49,0.0,Low,13.64,242,138747.0,0.0
P0004,2025-06-02,S023,Sports,North,SUP014,164,10,2,0.67,0,0.1,278.91,0.0,Low,16.4,20,45741.24,0.0
P0011,2025-06-02,S016,Grocery,East,SUP005,852,60,12,0.98,0,0.17,67.41,0.0,Low,14.2,720,57433.32,0.0
P0018,2025-06-02,S012,Grocery,East,SUP021,1109,65,2,0.68,1,0.18,470.85,0.0,Low,17.06,130,522172.65,0.0
P0165,2025-06-03,S009,Electronics,East,SUP038,199,8,11,0.73,0,-0.01,380.46,0.0,Low,24.88,88,75711.54,0.0
P0108,2025-06-03,S009,Beauty,East,SUP003,242,12,4,0.91,0,-0.09,633.23,0.0,Low,20.17,48,153241.66,0.0
P0122,2025-06-03,S020,Grocery,West,SUP026,105,33,12,0.82,0,-0.18,413.4,0.448,Medium,3.18,396,43407.0,120299.4
P0135,2025-06-03,S028,Home & Kitchen,North,SUP038,276,30,9,0.83,1,-0.25,282.15,0.13,Low,9.2,270,77873.4,0.0
P0136,2025-06-03,S008,Clothing,West,SUP005,140,20,7,0.68,1,-0.04,757.45,0.18,Low,7.0,140,106043.0,0.0
P0157,2025-06-03,S021,Grocery,West,SUP013,365,21,11,0.96,0,0.0,281.22,0.0,Low,17.38,231,102645.3,0.0
P0027,2025-06-03,S028,Electronics,East,SUP006,18,10,8,0.83,0,-0.14,144.44,0.463,Medium,1.8,80,2599.92,8955.28
P0131,2025-06-03,S027,Grocery,West,SUP004,361,19,11,0.98,0,-0.06,49.6,0.0,Low,19.0,209,17905.6,0.0
P0053,2025-06-03,S024,Home & Kitchen,East,SUP039,396,30,8,0.94,0,-0.17,412.05,0.0,Low,13.2,240,163171.8,0.0
P0060,2025-06-03,S012,Clothing,East,SUP034,397,31,9,0.86,0,-0.09,270.65,0.0,Low,12.81,279,107448.05,0.0
P0090,2025-06-03,S021,Sports,North,SUP014,140,11,11,0.71,0,0.02,276.22,0.0,Low,12.73,121,38670.8,0.0
P0162,2025-06-03,S006,Sports,South,SUP031,87,11,6,0.87,0,0.13,263.43,0.0,Low,7.91,66,22918.41,0.0
P0060,2025-06-03,S005,Electronics,South,SUP018,364,19,9,0.68,0,-0.14,387.39,0.0,Low,19.16,171,141009.96,0.0
P0136,2025-06-03,S015,Grocery,East,SUP023,151,24,5,0.94,0,0.06,315.58,0.0,Low,6.29,120,47652.58,0.0
P0024,2025-06-03,S028,Home & Kitchen,South,SUP028,76,11,2,0.84,0,-0.24,741.48,0.0,Low,6.91,22,56352.48,0.0
P0178,2025-06-03,S008,Clothing,North,SUP009,153,34,12,0.73,0,-0.17,818.63,0.41,Medium,4.5,408,125250.39,208750.65
P0116,2025-06-03,S008,Electronics,North,SUP003,273,11,7,0.85,0,0.01,217.84,0.0,Low,24.82,77,59470.32,0.0
P0007,2025-06-03,S013,Grocery,South,SUP014,1220,60,8,0.91,0,0.2,75.12,0.0,Low,20.33,480,91646.4,0.0
P0036,2025-06-03,S009,Electronics,West,SUP006,197,9,9,0.66,0,0.03,181.1,0.0,Low,21.89,81,35676.7,0.0
P0106,2025-06-03,S030,Home & Kitchen,East,SUP035,147,9,5,0.91,0,-0.05,803.84,0.0,Low,16.33,45,118164.48,0.0
P0011,2025-06-03,S023,Clothing,West,SUP032,91,13,4,0.83,0,0.08,292.67,0.0,Low,7.0,52,26632.97,0.0
P0178,2025-06-03,S003,Clothing,West,SUP020,290,17,9,0.71,0,0.09,590.1,0.0,Low,17.06,153,171129.0,0.0
P0107,2025-06-03,S023,Sports,East,SUP006,78,18,4,0.74,0,-0.08,129.42,0.02,Low,4.33,72,10094.76,0.0
P0005,2025-06-03,S011,Sports,South,SUP036,118,14,13,0.92,0,-0.17,464.74,0.212,Low,8.43,182,54839.32,29743.36
P0134,2025-06-03,S027,Home & Kitchen,East,SUP036,387,21,8,0.74,0,0.12,345.31,0.0,Low,18.43,168,133634.97,0.0
P0072,2025-06-03,S004,Sports,West,SUP011,363,16,9,0.91,0,0.03,690.81,0.0,Low,22.69,144,250764.03,0.0
P0113,2025-06-03,S026,Home & Kitchen,West,SUP028,471,29,12,0.84,0,-0.23,463.04,0.0,Low,16.24,348,218091.84,0.0
P0143,2025-06-04,S027,Home & Kitchen,North,SUP021,137,29,7,0.67,0,-0.08,544.96,0.26,Medium,4.72,203,74659.52,35967.36
P0021,2025-06-04,S024,Clothing,East,SUP012,267,21,3,0.8,1,0.2,183.23,0.0,Low,12.71,63,48922.41,0.0
P0125,2025-06-04,S009,Electronics,South,SUP038,228,19,3,0.92,0,0.0,806.68,0.0,Low,12.0,57,183923.04,0.0
P0137,2025-06-04,S026,Beauty,North,SUP020,838,36,8,0.85,0,-0.21,246.71,0.0,Low,23.28,288,206742.98,0.0
P0142,2025-06-04,S012,Electronics,South,SUP034,32,14,8,0.93,1,0.14,405.97,0.521,High,2.29,112,12991.04,32477.6
P0080,2025-06-04,S019,Sports,South,SUP036,94,28,14,0.77,1,-0.12,724.43,0.575,High,3.36,392,68096.42,215880.14
P0154,2025-06-04,S029,Electronics,West,SUP037,228,18,10,0.91,0,-0.11,199.02,0.0,Low,12.67,180,45376.56,0.0
P0072,2025-06-04,S009,Electronics,North,SUP031,35,10,9,0.94,1,-0.21,541.02,0.447,Medium,3.5,90,18935.7,29756.1
P0060,2025-06-04,S004,Electronics,North,SUP022,154,13,13,0.71,0,0.05,191.99,0.126,Low,11.85,169,29566.46,2879.85
P0126,2025-06-04,S026,Grocery,North,SUP020,669,31,9,0.72,0,0.18,708.54,0.0,Low,21.58,279,474013.26,0.0
P0188,2025-06-04,S015,Electronics,South,SUP032,379,19,7,0.93,0,0.22,507.73,0.0,Low,19.95,133,192429.67,0.0
P0011,2025-06-04,S027,Grocery,South,SUP026,815,38,6,0.86,1,-0.18,585.93,0.0,Low,21.45,228,477532.95,0.0
P0008,2025-06-04,S030,Electronics,West,SUP025,272,12,11,0.71,0,-0.19,109.29,0.0,Low,22.67,132,29726.88,0.0
P0016,2025-06-04,S010,Home & Kitchen,South,SUP027,56,20,2,0.82,0,0.23,327.07,0.0,Low,2.8,40,18315.92,0.0
P0097,2025-06-04,S006,Beauty,West,SUP038,115,19,6,0.8,0,-0.07,173.62,0.045,Low,6.05,114,19966.3,0.0
P0132,2025-06-04,S008,Clothing,East,SUP029,121,31,12,0.84,0,0.11,726.45,0.421,Medium,3.9,372,87900.45,182338.95
P0107,2025-06-04,S026,Grocery,West,SUP028,1775,78,8,0.67,1,0.08,486.24,0.0,Low,22.76,624,863076.0,0.0
P0078,2025-06-04,S009,Grocery,East,SUP011,336,42,6,0.78,0,0.11,523.08,0.0,Low,8.0,252,175754.88,0.0
P0081,2025-06-04,S030,Home & Kitchen,South,SUP004,353,17,8,0.87,0,0.09,367.48,0.0,Low,20.76,136,129720.44,0.0
P0027,2025-06-04,S014,Grocery,North,SUP004,146,19,4,0.73,0,-0.03,502.63,0.0,Low,7.68,76,73383.98,0.0
P0155,2025-06-04,S007,Clothing,West,SUP026,26,29,13,0.8,0,-0.0,406.88,0.561,High,0.9,377,10578.88,142814.88
P0159,2025-06-05,S018,Sports,North,SUP020,88,16,6,0.66,0,0.13,730.17,0.143,Low,5.5,96,64254.96,5841.36
P0086,2025-06-05,S016,Clothing,East,SUP027,77,32,9,0.9,0,0.19,860.86,0.446,Medium,2.41,288,66286.22,181641.46
P0035,2025-06-05,S023,Beauty,East,SUP032,502,22,7,0.96,0,0.01,688.49,0.0,Low,22.82,154,345621.98,0.0
P0149,2025-06-05,S014,Sports,North,SUP031,21,11,11,0.93,0,0.03,765.52,0.471,Medium,1.91,121,16075.92,76552.0
P0133,2025-06-05,S030,Grocery,North,SUP004,129,21,6,0.86,0,0.11,585.6,0.033,Low,6.14,126,75542.4,0.0
P0116,2025-06-05,S005,Clothing,East,SUP012,37,21,8,0.9,0,0.02,579.42,0.453,Medium,1.76,168,21438.54,75904.02
P0089,2025-06-05,S002,Sports,North,SUP022,138,23,14,0.76,0,-0.05,787.74,0.373,Medium,6.0,322,108708.12,144944.16
P0057,2025-06-05,S023,Electronics,North,SUP032,380,26,5,0.72,1,0.09,853.78,0.0,Low,14.62,130,324436.4,0.0
P0197,2025-06-05,S003,Clothing,East,SUP033,279,16,13,0.8,0,0.22,153.11,0.0,Low,17.44,208,42717.69,0.0
P0038,2025-06-05,S023,Electronics,West,SUP001,122,13,12,0.85,0,0.24,314.08,0.181,Low,9.38,156,38317.76,10678.72
P0106,2025-06-05,S004,Electronics,West,SUP030,109,14,10,0.87,0,0.03,546.36,0.156,Low,7.79,140,59553.24,16937.16
P0163,2025-06-05,S019,Grocery,North,SUP019,206,27,4,0.76,1,0.02,659.05,0.0,Low,7.63,108,135764.3,0.0
P0125,2025-06-05,S014,Grocery,South,SUP039,1430,60,4,0.76,0,-0.18,872.97,0.0,Low,23.83,240,1248347.1,0.0
P0131,2025-06-05,S018,Home & Kitchen,South,SUP016,228,14,7,0.85,0,-0.0,174.86,0.0,Low,16.29,98,39868.08,0.0
P0062,2025-06-05,S025,Clothing,North,SUP033,102,29,4,0.81,1,0.03,367.98,0.216,Low,3.52,116,37533.96,5151.72
P0032,2025-06-05,S003,Home & Kitchen,East,SUP004,189,27,11,0.9,0,0.2,641.62,0.244,Low,7.0,297,121266.18,69294.96
P0048,2025-06-05,S007,Sports,West,SUP033,286,20,8,0.79,0,0.17,242.99,0.0,Low,14.3,160,69495.14,0.0
P0050,2025-06-05,S020,Grocery,East,SUP039,1865,77,5,0.75,1,-0.03,606.88,0.0,Low,24.22,385,1131831.2,0.0
P0142,2025-06-05,S006,Home & Kitchen,East,SUP034,293,15,5,0.74,0,,361.25,0.0,Low,19.53,75,105846.25,0.0
P0157,2025-06-05,S009,Grocery,North,SUP026,617,50,14,0.74,0,-0.05,669.08,0.13,Low,12.34,700,412822.36,55533.64
P0048,2025-06-05,S020,Sports,West,SUP027,720,30,13,0.71,1,0.22,686.94,0.0,Low,24.0,390,494596.8,0.0
P0142,2025-06-05,S017,Sports,North,SUP029,489,20,9,0.99,0,0.22,20.89,0.0,Low,24.45,180,10215.21,0.0
P0177,2025-06-05,S022,Electronics,West,SUP006,184,10,10,0.65,0,0.02,285.85,0.0,Low,18.4,100,52596.4,0.0
P0077,2025-06-05,S010,Beauty,West,SUP003,150,27,13,0.98,0,0.15,217.45,0.334,Medium,5.56,351,32617.5,43707.45
P0046,2025-06-06,S004,Beauty,West,SUP021,575,26,4,0.85,0,0.06,451.9,0.0,Low,22.12,104,259842.5,0.0
P0156,2025-06-06,S006,Beauty,North,SUP020,124,23,8,0.67,0,-0.2,157.1,0.261,Medium,5.39,184,19480.4,9426.0
P0155,2025-06-06,S018,Sports,North,SUP026,302,13,10,0.7,0,-0.15,862.44,0.0,Low,23.23,130,260456.88,0.0
P0097,2025-06-06,S019,Grocery,West,SUP012,1368,62,7,0.84,1,-0.15,762.71,0.0,Low,22.06,434,1043387.28,0.0
P0171,2025-06-06,S024,Beauty,West,SUP014,153,23,13,0.79,0,0.11,59.48,0.331,Medium,6.65,299,9100.44,8684.08
P0053,2025-06-06,S024,Home & Kitchen,North,SUP023,214,22,11,0.91,0,0.02,460.41,0.088,Low,9.73,242,98527.74,12891.48
P0106,2025-06-06,S016,Home & Kitchen,West,SUP025,423,21,14,0.86,0,-0.0,156.01,0.0,Low,20.14,294,65992.23,0.0
P0076,2025-06-06,S011,Grocery,North,SUP006,1524,76,3,0.82,1,0.13,577.83,0.0,Low,20.05,228,880612.92,0.0
P0031,2025-06-06,S022,Beauty,South,SUP020,259,30,6,0.69,0,-0.24,665.37,0.0,Low,8.63,180,172330.83,0.0
P0084,2025-06-06,S004,Beauty,West,SUP020,67,22,2,0.72,0,-0.18,675.97,0.0,Low,3.05,44,45289.99,0.0
P0186,2025-06-06,S019,Sports,South,SUP015,64,13,14,0.71,0,-0.14,221.15,0.427,Medium,4.92,182,14153.6,26095.7
P0046,2025-06-06,S006,Home & Kitchen,North,SUP040,298,16,12,0.74,0,0.24,170.85,0.0,Low,18.62,192,50913.3,0.0
P0024,2025-06-06,S010,Grocery,East,SUP004,767,40,3,0.72,0,-0.18,572.19,0.0,Low,19.18,120,438869.73,0.0
P0073,2025-06-06,S017,Beauty,East,SUP037,438,37,6,0.9,0,-0.03,689.39,0.0,Low,11.84,222,301952.82,0.0
P0153,2025-06-06,S002,Grocery,North,SUP026,993,49,11,0.89,0,0.22,718.32,0.0,Low,20.27,539,713291.76,0.0
P0085,2025-06-06,S028,Beauty,East,SUP040,89,36,6,0.76,0,-0.04,214.35,0.382,Medium,2.47,216,19077.15,27222.45
P0123,2025-06-06,S004,Beauty,North,SUP012,409,19,13,0.69,0,-0.2,461.06,0.0,Low,21.53,247,188573.54,0.0
P0173,2025-06-07,S027,Sports,North,SUP021,121,8,8,0.65,0,0.2,430.46,0.0,Low,15.12,64,52085.66,0.0
P0177,2025-06-07,S027,Clothing,North,SUP003,168,16,9,0.96,0,0.08,583.09,0.0,Low,10.5,144,97959.12,0.0
P0016,2025-06-07,S020,Grocery,West,SUP037,79,42,10,0.98,0,0.24,66.4,0.474,Medium,1.88,420,5245.6,22642.4
P0024,2025-06-07,S028,Electronics,West,SUP008,303,14,6,0.9,1,-0.07,715.33,0.0,Low,21.64,84,216744.99,0.0
P0030,2025-06-07,S013,Clothing,North,SUP034,582,29,2,0.69,0,-0.15,360.95,0.0,Low,20.07,58,210072.9,0.0
P0040,2025-06-07,S015,Home & Kitchen,North,SUP014,268,24,6,0.9,1,0.15,343.92,0.0,Low,11.17,144,92170.56,0.0
P0112,2025-06-07,S005,Beauty,East,SUP038,327,16,2,0.93,0,-0.16,521.19,0.0,Low,20.44,32,170429.13,0.0
P0062,2025-06-07,S023,Clothing,West,SUP011,20,13,9,,0,0.19,185.35,0.534,High,1.54,117,3707.0,17978.95
P0056,2025-06-07,S016,Home & Kitchen,West,SUP008,359,34,2,0.86,1,-0.17,36.11,0.0,Low,10.56,68,12963.49,0.0
P0011,2025-06-07,S020,Grocery,North,SUP028,1205,58,6,0.97,0,0.03,103.04,0.0,Low,20.78,348,124163.2,0.0
P0079,2025-06-07,S011,Beauty,North,SUP005,875,38,12,0.85,0,0.1,449.2,0.0,Low,23.03,456,393050.0,0.0
P0049,2025-06-07,S027,Electronics,West,SUP034,359,19,12,0.9,0,-0.21,75.3,0.0,Low,18.89,228,27032.7,0.0
P0193,2025-06-07,S018,Clothing,South,SUP031,378,31,7,0.97,1,0.17,60.26,0.0,Low,12.19,217,22778.28,0.0
P0129,2025-06-07,S025,Grocery,North,SUP018,700,37,7,0.91,0,0.18,625.24,0.0,Low,18.92,259,437668.0,0.0
P0070,2025-06-07,S023,Grocery,North,SUP002,1536,67,4,0.74,1,0.09,349.71,0.0,Low,22.93,268,537154.56,0.0
P0059,2025-06-07,S024,Electronics,East,SUP015,67,9,4,0.83,0,-0.09,552.6,0.0,Low,7.44,36,37024.2,0.0
P0017,2025-06-07,S028,Clothing,South,SUP021,198,17,11,0.7,0,0.05,513.02,0.048,Low,11.65,187,101577.96,0.0
P0030,2025-06-07,S012,Clothing,North,SUP011,428,18,5,0.78,1,-0.22,639.83,0.0,Low,23.78,90,273847.24,0.0
P0029,2025-06-08,S006,Clothing,South,SUP018,502,34,7,0.94,0,0.22,871.72,0.0,Low,14.76,238,437603.44,0.0
P0037,2025-06-08,S028,Electronics,South,SUP014,35,9,13,0.69,0,-0.2,436.08,0.46,Medium,3.89,117,15262.8,35758.56
P0052,2025-06-08,S001,Clothing,East,SUP037,264,17,2,0.86,1,-0.16,809.38,0.0,Low,15.53,34,213676.32,0.0
P0048,2025-06-08,S007,Grocery,West,SUP003,1067,55,12,0.67,0,0.17,129.55,0.0,Low,19.4,660,138229.85,0.0
P0158,2025-06-08,S028,Clothing,West,SUP019,471,23,9,0.98,0,-0.13,25.21,0.0,Low,20.48,207,11873.91,0.0
P0149,2025-06-08,S023,Home & Kitchen,South,SUP038,19,9,3,0.97,0,0.01,357.86,0.166,Low,2.11,27,6799.34,2862.88
P0169,2025-06-08,S005,Sports,West,SUP009,232,12,3,0.66,0,-0.23,656.83,0.0,Low,19.33,36,152384.56,0.0
P0078,2025-06-08,S004,Electronics,North,SUP001,158,18,10,0.93,0,-0.0,874.58,0.084,Low,8.78,180,138183.64,19240.76
P0095,2025-06-08,S018,Home & Kitchen,North,SUP007,73,23,13,0.91,0,-0.15,504.0,0.437,Medium,3.17,299,36792.0,113904.0
P0017,2025-06-08,S023,Clothing,East,SUP004,357,20,8,0.93,0,-0.14,870.53,0.0,Low,17.85,160,310779.21,0.0
P0164,2025-06-08,S006,Clothing,North,SUP032,454,31,7,0.92,0,-0.18,17.51,0.0,Low,14.65,217,7949.54,0.0
P0058,2025-06-08,S014,Sports,East,SUP040,148,21,11,0.95,0,-0.18,315.24,0.209,Low,7.05,231,46655.52,26164.92
P0184,2025-06-08,S017,Beauty,South,SUP019,636,32,3,0.88,0,0.18,235.82,0.0,Low,19.88,96,149981.52,0.0
P0150,2025-06-08,S030,Sports,West,SUP021,91,14,14,0.66,1,-0.07,678.43,0.478,Medium,6.5,196,61737.13,71235.15
P0125,2025-06-08,S002,Beauty,East,SUP012,208,17,8,0.72,0,-0.19,244.01,0.0,Low,12.24,136,50754.08,0.0
P0003,2025-06-08,S014,Home & Kitchen,North,SUP029,169,10,2,0.67,0,-0.04,25.08,0.0,Low,16.9,20,4238.52,0.0
P0150,2025-06-08,S026,Electronics,South,SUP017,353,17,12,0.73,0,-0.17,557.28,0.0,Low,20.76,204,196719.84,0.0
P0094,2025-06-08,S014,Electronics,South,SUP033,113,21,3,0.86,0,0.25,204.76,0.0,Low,5.38,63,23137.88,0.0
P0020,2025-06-08,S017,Sports,West,SUP009,43,16,7,0.97,0,0.19,593.98,0.362,Medium,2.69,112,25541.14,40984.62
